Kode #Nama Barang,Kode #,Nama Barang
410158Jasa Lainnya (Badan Usaha) - DC,410158,Jasa Lainnya (Badan Usaha) - DC
200751ASAM SITRAT,200751,ASAM SITRAT
200604LOCKER SET,200604,LOCKER SET
200605PEMBATAS ANTRIAN,200605,PEMBATAS ANTRIAN
200266PISAU GILING DAGING,200266,PISAU GILING DAGING
200726TEMPAT SAMPAH 80 L (TERTUTUP & INJAK),200726,TEMPAT SAMPAH 80 L (TERTUTUP & INJAK)
200078GELAS KARYAWAN,200078,GELAS KARYAWAN
410177JASA PEMELIHARAAN INVENTARIS - CP,410177,JASA PEMELIHARAAN INVENTARIS - CP
200748SERAGAM BARU UK XS,200748,SERAGAM BARU UK XS
200749SERAGAM BARU UK XXXL,200749,SERAGAM BARU UK XXXL
410148Jasa Lainnya (Badan Usaha),410148,Jasa Lainnya (Badan Usaha)
410062Kebersihan - HO,410062,Kebersihan - HO
410192HONORARIUM KONSULTAN & OUTSOURCE FEE - CP,410192,HONORARIUM KONSULTAN & OUTSOURCE FEE - CP
200067FOOD PAN KECIL,200067,FOOD PAN KECIL
200111PANCI ORCHID UK 28,200111,PANCI ORCHID UK 28
200153SENDOK TAKAR PLASTIK,200153,SENDOK TAKAR PLASTIK
200376HARD COVER MENU DIMSUM,200376,HARD COVER MENU DIMSUM
200269RODA RAK DIMSUM,200269,RODA RAK DIMSUM
200504KIPAS ANGIN,200504,KIPAS ANGIN
410176BEBAN TELEPON & PULSA - RESTO,410176,BEBAN TELEPON & PULSA - RESTO
200393KESET KOTAK KARET LUBANG,200393,KESET KOTAK KARET LUBANG
200289HAND SOAP,200289,HAND SOAP
200311PERMBERSIH KACA MEJA,200311,PERMBERSIH KACA MEJA
100164TOPPING DAUN KERING MIE - RESTO,100164,TOPPING DAUN KERING MIE - RESTO
200032RAK KONTAINER KECIL,200032,RAK KONTAINER KECIL
200033RAK SEPATU KARYAWAN,200033,RAK SEPATU KARYAWAN
200149SENDOK ES STAINLESS,200149,SENDOK ES STAINLESS
200707SUMPIT (v.20),200707,SUMPIT (v.20)
200065EROS STAINLESS UK BESAR,200065,EROS STAINLESS UK BESAR
200199CUP SEALER BESAR,200199,CUP SEALER BESAR
410166BEBAN INTERNET - CP,410166,BEBAN INTERNET - CP
410007SPARE PARTS IT COST - EXISTING STORE,410007,SPARE PARTS IT COST - EXISTING STORE
200242GAS VALVE HP DOUBLE TURBO,200242,GAS VALVE HP DOUBLE TURBO
200071GAS BURNER ( LONG SHUN ),200071,GAS BURNER ( LONG SHUN )
200662LS 40 A-1 ( LONG SHUN ),200662,LS 40 A-1 ( LONG SHUN )
200433REGULATOR,200433,REGULATOR
200259PILOT 250 MM (KOMPOR HIGH PREASURE),200259,PILOT 250 MM (KOMPOR HIGH PREASURE)
410172PDAM - RESTO,410172,PDAM - RESTO
200746MIKA/ CUP DIPPING (V.20),200746,MIKA/ CUP DIPPING (V.20)
410157JASA LAINNYA PRIBADI - DC,410157,JASA LAINNYA PRIBADI - DC
200727TEMPAT SAMPAH 80L (THAWING ADONAN),200727,TEMPAT SAMPAH 80L (THAWING ADONAN)
200629SERAGAM SCM,200629,SERAGAM SCM
200636BILL HOLDER,200636,BILL HOLDER
200062EROS STAINLESS UK 30 CC,200062,EROS STAINLESS UK 30 CC
410042ATK - CP (KARTU VISITOR),410042,ATK - CP (KARTU VISITOR)
410042ATK - CP (JEPIT KARTU),410042,ATK - CP (JEPIT KARTU)
410042ATK - CP (MIKA KARTU),410042,ATK - CP (MIKA KARTU)
410122JASA INSTALASI MESIN / PERALATAN - HO,410122,JASA INSTALASI MESIN / PERALATAN - HO
410034SPARE PART MESIN / PERALATAN - HO,410034,SPARE PART MESIN / PERALATAN - HO
410059BIAYA INVENTARIS - HO (STOP KONTAK),410059,BIAYA INVENTARIS - HO (STOP KONTAK)
410059BIAYA INVENTARIS - HO (SAMBUNGAN T),410059,BIAYA INVENTARIS - HO (SAMBUNGAN T)
410059BIAYA INVENTARIS - HO (JET SHOWER),410059,BIAYA INVENTARIS - HO (JET SHOWER)
410033SPARE PART MESIN / PERALATAN - DC,410033,SPARE PART MESIN / PERALATAN - DC
410111CUP - HO,410111,CUP - HO
410180BIAYA SERAGAM HO,410180,BIAYA SERAGAM HO
100093AYAM PAHA FILLET - CP2700,100093,AYAM PAHA FILLET - CP2700
100144PAPERPLATE MIE,100144,PAPERPLATE MIE
200102NAMPAN KAYU KOTAK,200102,NAMPAN KAYU KOTAK
200193WAJAN RAKSASA UK 80',200193,WAJAN RAKSASA UK 80'
200041BOTOL DIPPING BESAR,200041,BOTOL DIPPING BESAR
410171Spare parts it cost - DC,410171,Spare parts it cost - DC
410004SPARE PART LISTRIK,410004,SPARE PART LISTRIK
410184TUTUP JERIGEN 5L,410184,TUTUP JERIGEN 5L
410144PLAT BORDES,410144,PLAT BORDES
200101NAMPAN KARET BULAT,200101,NAMPAN KARET BULAT
200070GARPU MAKAN,200070,GARPU MAKAN
200150SENDOK MAKAN STAINLESS,200150,SENDOK MAKAN STAINLESS
200258PIG TAIL,200258,PIG TAIL
200257PIEZO SPARK PLUG GS,200257,PIEZO SPARK PLUG GS
200263PILOT SW 9000 (SP),200263,PILOT SW 9000 (SP)
200260PILOT BURNER ASSEMBLED GS,200260,PILOT BURNER ASSEMBLED GS
200220BLACK BUTTON COVER F/ PIEZO IGNITER,200220,BLACK BUTTON COVER F/ PIEZO IGNITER
200237GAS KNOP DIA 8 MM W,200237,GAS KNOP DIA 8 MM W
200384KABEL ELEKTRODA,200384,KABEL ELEKTRODA
200261PILOT BURNER F/BUNSEN,200261,PILOT BURNER F/BUNSEN
200218BALL VALVE 1'',200218,BALL VALVE 1''
200249MAGNET D 22 W/TREADED BOLT (SP),200249,MAGNET D 22 W/TREADED BOLT (SP)
200264PIN BLUE + SREW,200264,PIN BLUE + SREW
200271SAFETY GAS COOK (GASVALVE GS3878)8325183,200271,SAFETY GAS COOK (GASVALVE GS3878)8325183
200036TANGKI BOILER,200036,TANGKI BOILER
100065SUSU ULTRA FULL CREAM,100065,SUSU ULTRA FULL CREAM
100129TELUR RESTO,100129,TELUR RESTO
200212STEROFOAM MIE,200212,STEROFOAM MIE
410098SPARE PART KENDARAAN - CP,410098,SPARE PART KENDARAAN - CP
100166SUSU KENTAL MANIS,100166,SUSU KENTAL MANIS
410027BIAYA ONGKOS KIRIM - DC,410027,BIAYA ONGKOS KIRIM - DC
100011GULA -RESTO,100011,GULA -RESTO
200743APD (HAZMAT),200743,APD (HAZMAT)
200745JAS LAB,200745,JAS LAB
200744APRON,200744,APRON
410169Spare parts it cost - HO (RAM  16GB),410169,Spare parts it cost - HO (RAM  16GB)
410169Spare parts it cost - HO (SWITCH HUB TP LINK 4 PORT),410169,Spare parts it cost - HO (SWITCH HUB TP LINK 4 PORT)
410169Spare parts it cost - HO (FLASHDISK 64GB),410169,Spare parts it cost - HO (FLASHDISK 64GB)
410169Spare parts it cost - HO (FLASHDISK 16GB),410169,Spare parts it cost - HO (FLASHDISK 16GB)
410169Spare parts it cost - HO (KONEKTOR RJ45 CAT 5),410169,Spare parts it cost - HO (KONEKTOR RJ45 CAT 5)
410169Spare parts it cost - HO (USB TO LAN),410169,Spare parts it cost - HO (USB TO LAN)
410189SPARE PART LISTRIK - CP (STOP KONTAK 3 METER),410189,SPARE PART LISTRIK - CP (STOP KONTAK 3 METER)
410060BIAYA KEBERSIHAN - CP (PENGHARUM OTOMATIS),410060,BIAYA KEBERSIHAN - CP (PENGHARUM OTOMATIS)
410057BIAYA INVENTARIS - CP (TEMPAT TISSUE TOILET),410057,BIAYA INVENTARIS - CP (TEMPAT TISSUE TOILET)
200250MAGNIT 40 AUTO,200250,MAGNIT 40 AUTO
410179JASA PEMELIHARAAN INVENTARIS - DC,410179,JASA PEMELIHARAAN INVENTARIS - DC
410128JASA SERVIS KENDARAAN - DC,410128,JASA SERVIS KENDARAAN - DC
410099SPARE PART KENDARAAN - DC,410099,SPARE PART KENDARAAN - DC
200321SAPU LIDI,200321,SAPU LIDI
200052DANDANG ACIN UK 60,200052,DANDANG ACIN UK 60
200712KLAKAT PREMIUM,200712,KLAKAT PREMIUM
200723TIMER,200723,TIMER
200380JAKET COLD STORAGE,200380,JAKET COLD STORAGE
410169Spare parts it cost - HO (CONNECTOR RJ45),410169,Spare parts it cost - HO (CONNECTOR RJ45)
410169Spare parts it cost - HO (SWITCH HUB 5 PORT),410169,Spare parts it cost - HO (SWITCH HUB 5 PORT)
410169Spare parts it cost - HO (SWITCH HUB 8 PORT),410169,Spare parts it cost - HO (SWITCH HUB 8 PORT)
410169Spare parts it cost - HO (KABEL TIES 15 CM),410169,Spare parts it cost - HO (KABEL TIES 15 CM)
410004SPARE PART LISTRIK  - RESTO,410004,SPARE PART LISTRIK  - RESTO
200248LEFT WATER TAP-RIGHT 02303964 (PD.2458E2,200248,LEFT WATER TAP-RIGHT 02303964 (PD.2458E2
200245KNOP BOILER/WATER TAP HEAD,200245,KNOP BOILER/WATER TAP HEAD
200272SAFETY GAS VALVE WITH INLET BRACKET&SREW,200272,SAFETY GAS VALVE WITH INLET BRACKET&SREW
200394KEYBOARD USB,200394,KEYBOARD USB
200215TUTUP CUP GELAS,200215,TUTUP CUP GELAS
200694KIT REPLACEMENT NEW BURNER FOR NGN 16 MR (9 ROW),200694,KIT REPLACEMENT NEW BURNER FOR NGN 16 MR (9 ROW)
200233KIT REPLACEMENT GAS VALVE EGFT 6-60 CS.0050K,200233,KIT REPLACEMENT GAS VALVE EGFT 6-60 CS.0050K
200255NOZZLE PILOT 0.35,200255,NOZZLE PILOT 0.35
200267RING F/ PIEZO IGNITER,200267,RING F/ PIEZO IGNITER
410068BIAYA KONSUMSI - HO Selezion biji kopi,410068,BIAYA KONSUMSI - HO Selezion biji kopi
410068BIAYA KONSUMSI - HO skim milk,410068,BIAYA KONSUMSI - HO skim milk
410068BIAYA KONSUMSI - HO dark choco,410068,BIAYA KONSUMSI - HO dark choco
410068BIAYA KONSUMSI - HO coffe mate,410068,BIAYA KONSUMSI - HO coffe mate
410068BIAYA KONSUMSI - HO milo,410068,BIAYA KONSUMSI - HO milo
410169Spare parts it cost - HO (KABEL USB TO VGA HDMI),410169,Spare parts it cost - HO (KABEL USB TO VGA HDMI)
410169Spare parts it cost - HO (KABEL USB HARDISK EXTERNAL),410169,Spare parts it cost - HO (KABEL USB HARDISK EXTERNAL)
410169Spare parts it cost - HO (KABEL HDMI 3M),410169,Spare parts it cost - HO (KABEL HDMI 3M)
200107PANCI KUKUS TAHU UK 36,200107,PANCI KUKUS TAHU UK 36
200174TEMPAT SENDOK,200174,TEMPAT SENDOK
410060BIAYA KEBERSIHAN - CP (PAC),410060,BIAYA KEBERSIHAN - CP (PAC)
410060BIAYA KEBERSIHAN - CP (POLIMER ANIONIK),410060,BIAYA KEBERSIHAN - CP (POLIMER ANIONIK)
410060BIAYA KEBERSIHAN - CP (KAUSTIK POWDER),410060,BIAYA KEBERSIHAN - CP (KAUSTIK POWDER)
410041ATK - HO (RIBBON MESIN ID CARD),410041,ATK - HO (RIBBON MESIN ID CARD)
410041ATK - HO (BLANK CARD),410041,ATK - HO (BLANK CARD)
410169Spare parts it cost - HO (USB HUB 4 PORT),410169,Spare parts it cost - HO (USB HUB 4 PORT)
410170Spare parts it cost - CP (HDD EXTERNAL 1 TB),410170,Spare parts it cost - CP (HDD EXTERNAL 1 TB)
410060BIAYA KEBERSIHAN - CP (KAPORIT POWDER),410060,BIAYA KEBERSIHAN - CP (KAPORIT POWDER)
410057BIAYA INVENTARIS - CP (STAND TABLET),410057,BIAYA INVENTARIS - CP (STAND TABLET)
410057BIAYA INVENTARIS - CP (PRINTER EPPOS),410057,BIAYA INVENTARIS - CP (PRINTER EPPOS)
410121JASA INSTALASI MESIN / PERALATAN - DC,410121,JASA INSTALASI MESIN / PERALATAN - DC
410169Spare parts it cost - HO (OBENG SET),410169,Spare parts it cost - HO (OBENG SET)
410169Spare parts it cost - HO (OBENG + 3*75 MM),410169,Spare parts it cost - HO (OBENG + 3*75 MM)
410169Spare parts it cost - HO (OBENG - 3*75 MM),410169,Spare parts it cost - HO (OBENG - 3*75 MM)
410169Spare parts it cost - HO (TESTPEN),410169,Spare parts it cost - HO (TESTPEN)
410169Spare parts it cost - HO (TANG POTONG DAN TANG JEPIT SET),410169,Spare parts it cost - HO (TANG POTONG DAN TANG JEPIT SET)
410169Spare parts it cost - HO (OBENG + 5*150 MM),410169,Spare parts it cost - HO (OBENG + 5*150 MM)
410169Spare parts it cost - HO (OBENG - 5*150 MM),410169,Spare parts it cost - HO (OBENG - 5*150 MM)
410169Spare parts it cost - HO (KLEM KABEL 22 MM),410169,Spare parts it cost - HO (KLEM KABEL 22 MM)
410169Spare parts it cost - HO (THERMAL PASTE DEEPCOOL Z5),410169,Spare parts it cost - HO (THERMAL PASTE DEEPCOOL Z5)
410169Spare parts it cost - HO (HDD ENCLOSURE SATA 2.5),410169,Spare parts it cost - HO (HDD ENCLOSURE SATA 2.5)
410169Spare parts it cost - HO (KABEL POWER KAKI 2),410169,Spare parts it cost - HO (KABEL POWER KAKI 2)
410169Spare parts it cost - HO (MULTI TESTER),410169,Spare parts it cost - HO (MULTI TESTER)
410169Spare parts it cost - HO (PALU),410169,Spare parts it cost - HO (PALU)
410169Spare parts it cost - HO (RAM 8GB DDR3L),410169,Spare parts it cost - HO (RAM 8GB DDR3L)
200278TANGKI FRIYER,200278,TANGKI FRIYER
410064PEMBANGUNAN / RENOVASI - HO,410064,PEMBANGUNAN / RENOVASI - HO
410123JASA PEMBANGUNAN / RENOVASI - HO,410123,JASA PEMBANGUNAN / RENOVASI - HO
410066BIAYA KEBERSIHAN - EXISTING STORE (PAC),410066,BIAYA KEBERSIHAN - EXISTING STORE (PAC)
410066BIAYA KEBERSIHAN - EXISTING STORE (POLIMER ANIONIK),410066,BIAYA KEBERSIHAN - EXISTING STORE (POLIMER ANIONIK)
410066BIAYA KEBERSIHAN - EXISTING STORE (KAUSTIK POWDER),410066,BIAYA KEBERSIHAN - EXISTING STORE (KAUSTIK POWDER)
410139BIAYA IT COST CLOUD - HO,410139,BIAYA IT COST CLOUD - HO
200104NAMPAN KOTAK LICIN,200104,NAMPAN KOTAK LICIN
200562UPS 1200VA,200562,UPS 1200VA
100141CAPCOLORS A-8-WSS-145 - CP,100141,CAPCOLORS A-8-WSS-145 - CP
410066BIAYA KEBERSIHAN - EXISTING STORE (KAPORIT TABLET),410066,BIAYA KEBERSIHAN - EXISTING STORE (KAPORIT TABLET)
410125JASA PEMBANGUNAN / RENOVASI - DC,410125,JASA PEMBANGUNAN / RENOVASI - DC
410065PEMBANGUNAN / RENOVASI - DC,410065,PEMBANGUNAN / RENOVASI - DC
410047IT Cost (Pemeliharaan & Spare Part Software) - Resto,410047,IT Cost (Pemeliharaan & Spare Part Software) - Resto
410190SPARE PART LISTRIK - HO,410190,SPARE PART LISTRIK - HO
410007SPARE PARTS IT COST - STORE (BREKET TV),410007,SPARE PARTS IT COST - STORE (BREKET TV)
410007SPARE PARTS IT COST - STORE (KABEL HDMI 20 M),410007,SPARE PARTS IT COST - STORE (KABEL HDMI 20 M)
410007SPARE PARTS IT COST - STORE (SPEAKER BMB),410007,SPARE PARTS IT COST - STORE (SPEAKER BMB)
410003HANDPHONE (HP),410003,HANDPHONE (HP)
410003HANDPHONE(HP),410003,HANDPHONE(HP)
410272POLY BAG SAMPAH - RESTO,410272,POLY BAG SAMPAH - RESTO
410275KABEL TIES - RESTO,410275,KABEL TIES - RESTO
410275KABEL TIES - RESTO,410275,KABEL TIES - RESTO
410273SABUN CUCI PIRING - RESTO,410273,SABUN CUCI PIRING - RESTO
410275KABEL TIES,410275,KABEL TIES
410215Beban Perjalanan Dinas - HO,410215,Beban Perjalanan Dinas - HO
200562UPS KENIKA 2200 VA,200562,UPS KENIKA 2200 VA
200700CONTROL LS 40,200700,CONTROL LS 40
200679PIG TAL 100 CM + COUPLE GAS,200679,PIG TAL 100 CM + COUPLE GAS
410060Kebersihan - CP (SPON CUCI PIRING),410060,Kebersihan - CP (SPON CUCI PIRING)
410060Kebersihan - CP (POLY BAG SAMPAH),410060,Kebersihan - CP (POLY BAG SAMPAH)
410060Kebersihan - CP (POLYBAG SAMPAH),410060,Kebersihan - CP (POLYBAG SAMPAH)
410060Kebersihan - CP (SPONS CUCI),410060,Kebersihan - CP (SPONS CUCI)
200562UPS KENIKA 1200 VA,200562,UPS KENIKA 1200 VA
200063EROS STAINLESS UK 60 CC,200063,EROS STAINLESS UK 60 CC
200064EROS STAINLESS UK 90 CC,200064,EROS STAINLESS UK 90 CC
100202SIGNATURE BROWN SUGAR,100202,SIGNATURE BROWN SUGAR
100201MUTIARA BOBA PEARL,100201,MUTIARA BOBA PEARL
410003SCANNER KASSEN RS-720,410003,SCANNER KASSEN RS-720
410139IT Cost (Cloud/Software/Web) - HO,410139,IT Cost (Cloud/Software/Web) - HO
200442KABEL TIES - RESTO,200442,KABEL TIES - RESTO
410096Biaya Pengembangan Produk - CP,410096,Biaya Pengembangan Produk - CP
410169Spare parts it cost - HO (KABEL POWER NOTEBOOK),410169,Spare parts it cost - HO (KABEL POWER NOTEBOOK)
410169Spare parts it cost - HO (KABEL POWER PRINTER),410169,Spare parts it cost - HO (KABEL POWER PRINTER)
410060Kebersihan - CP polybag sampah,410060,Kebersihan - CP polybag sampah
410060Kebersihan - CP spons,410060,Kebersihan - CP spons
200231FAUCET STOP TAP,200231,FAUCET STOP TAP
410003PRINTER - EPSON L3210,410003,PRINTER - EPSON L3210
410276Beban Jasa Maklon - CP,410276,Beban Jasa Maklon - CP
410134JASA INSTALASI / PEMBANGUNAN - NEW CP,410134,JASA INSTALASI / PEMBANGUNAN - NEW CP
410003SCANNER BARCODE RS-720,410003,SCANNER BARCODE RS-720
410051Keamanan - HO,410051,Keamanan - HO
410204Hutang Pph 21,410204,Hutang Pph 21
410290Beban Jasa Instalasi Inventaris - Resto,410290,Beban Jasa Instalasi Inventaris - Resto
410280Beban Jasa Instalasi Mesin & Peralatan - Resto,410280,Beban Jasa Instalasi Mesin & Peralatan - Resto
410273SABUN CUCI PIRING -RESTO,410273,SABUN CUCI PIRING -RESTO
410288Beban Survey dan Design Bangunan - Resto,410288,Beban Survey dan Design Bangunan - Resto
410032Sumbangan - Resto,410032,Sumbangan - Resto
410279Beban Jasa Instalasi Listrik - Resto,410279,Beban Jasa Instalasi Listrik - Resto
410282Beban Jasa Kebersihan - Resto,410282,Beban Jasa Kebersihan - Resto
410060Kebersihan - CP polybag,410060,Kebersihan - CP polybag
410289Beban Jasa Instalasi Mesin & Peralatan - CP,410289,Beban Jasa Instalasi Mesin & Peralatan - CP
410178JASA PEMELIHARAAN INVENTARIS - HO,410178,JASA PEMELIHARAAN INVENTARIS - HO
410281Beban Jasa Kebersihan - CP,410281,Beban Jasa Kebersihan - CP
410284Beban Jasa Percetakan - HO,410284,Beban Jasa Percetakan - HO
410283Beban Jasa Percetakan - CP,410283,Beban Jasa Percetakan - CP
410277Beban Jasa Instalasi Air - Resto,410277,Beban Jasa Instalasi Air - Resto
410285Beban Jasa Percetakan - Resto,410285,Beban Jasa Percetakan - Resto
410272POLY BAG SAMPAH,410272,POLY BAG SAMPAH
410119Jasa Pemeliharaan Inventaris - RestoX,410119,Jasa Pemeliharaan Inventaris - RestoX
